1,3720
2,4292
3,1136
4,438
5,262
6,136
7,87
8,70
9,67
10,38
11,33
12,34
13,28
14,34
15,25
16,19
17,18
18,17
19,11
20,11
21,8
22,4
23,12
24,8
25,8
26,4
27,2
28,7
29,6
30,6
31,6
32,2
33,6
34,2
35,3
36,2
37,4
38,1
39,3
40,4
41,4
42,2
43,3
44,3
45,2
46,1
47,1
48,2
50,2
51,1
52,2
53,1
54,1
55,2
58,1
60,1
61,1
63,1
64,1
65,2
66,1
68,2
70,1
71,3
72,1
73,1
74,1
75,4
76,1
77,1
79,2
85,1
88,1
89,2
92,1
96,2
99,1
102,1
103,1
104,1
106,1
109,1
114,2
116,1
118,1
128,1
131,1
134,1
140,1
153,1
154,1
159,1
164,1
167,1
182,1
202,1
246,1
250,1
264,1
270,1
310,1
319,1
333,1
335,1
416,1
431,1
565,1
581,1
871,1
936,1
1259,1
2312,1
