无补助花费： 60
cand_size:    100
DegCost:	45
2	0	21	5	7	16	8	1	19	15	10	11	41	25	18	47	42	37	31	50	30	56	63	69	71	75	77	87	17	12	9	3	24	6	74	81	80	79	78	4	76	83	73	72	70	68	67	66	91	99	98	97	96	95	94	93	92	82	90	89	88	86	85	84	64	38	46	45	44	43	22	23	40	39	20	36	35	34	33	32	26	27	29	14	28	13	62	61	60	59	58	57	65	55	54	53	52	51	49	48	
0	81	51	60
1	36	14	58
2	59	30	58
3	94	13	60
4	80	93	60
5	6	5	58
6	27	94	61
7	63	44	58
8	91	48	60
9	62	41	58
10	33	5	59
11	49	18	58
12	36	71	58
13	63	25	58
14	56	36	58
15	92	90	58
16	92	65	59
17	58	89	59
18	26	90	59
19	50	58	59
20	5	61	58
21	9	95	58
22	71	5	58
23	4	25	59
24	54	89	58
25	1	35	58
26	50	94	60
27	47	18	58
28	17	4	59
29	70	90	59
30	46	65	59
31	62	90	58
32	28	9	59
33	14	61	58
34	63	88	58
35	2	35	53
36	65	91	60
37	46	37	59
38	8	16	55
39	44	2	53
40	36	48	59
41	9	12	58
42	12	23	58
43	33	42	59
44	58	2	53
45	25	61	58
46	27	68	59
47	55	31	59
48	6	33	59
49	65	56	59
50	3	88	58
51	16	35	55
52	40	14	59
53	30	30	59
54	26	82	60
55	59	62	58
56	9	69	58
57	10	2	52
58	45	55	59
59	71	0	58
60	28	18	59
61	79	21	53
62	59	15	59
63	54	44	58
64	59	25	58
65	74	69	58
66	51	44	59
67	56	48	59
68	36	80	59
69	32	37	59
70	2	90	52
71	36	82	59
72	13	90	58
73	9	50	58
74	30	45	58
75	25	58	59
76	4	28	60
77	6	54	58
78	2	69	52
79	80	36	59
80	72	10	58
81	73	49	59
82	36	35	58
83	84	56	58
84	18	24	58
85	56	61	58
86	49	10	58
87	42	53	59
88	15	45	59
89	8	81	59
90	2	97	52
91	99	85	58
92	8	48	59
93	70	25	59
94	47	18	58
95	88	46	58
96	35	16	55
97	54	27	59
98	17	46	58
99	63	57	58
100	37	80	60
101	0	11	56
102	11	81	57
103	55	78	59
104	62	68	58
105	78	81	59
106	39	31	58
107	23	53	59
108	69	59	58
109	6	41	58
110	21	81	53
111	88	17	58
112	5	64	58
113	35	58	59
114	99	66	58
115	0	37	59
116	63	61	58
117	20	13	58
118	74	49	58
119	63	9	58
120	84	44	58
121	58	94	61
122	17	3	58
123	87	16	54
124	32	30	58
125	5	35	58
126	76	58	60
127	29	23	58
128	2	3	52
129	36	34	59
130	86	91	60
131	82	71	59
132	23	88	58
133	22	2	52
134	57	49	58
135	44	36	58
136	58	16	56
137	48	2	52
138	43	42	58
139	62	90	58
140	77	54	58
141	21	40	52
142	68	62	58
143	2	96	53
144	41	69	58
145	6	30	58
146	95	6	58
147	26	60	59
148	59	14	58
149	59	20	58
150	86	14	59
151	44	43	58
152	88	68	58
153	13	31	58
154	2	82	52
155	2	98	52
156	51	73	60
157	11	14	56
158	54	28	59
159	71	57	58
160	2	83	52
161	44	14	58
162	1	3	58
163	61	98	58
164	43	43	59
165	39	43	58
166	42	53	59
167	45	48	59
168	48	10	59
169	2	50	52
170	51	89	59
171	66	2	52
172	78	59	58
173	2	83	52
174	59	7	55
175	24	54	58
176	26	66	59
177	59	74	58
178	57	14	58
179	38	2	52
180	63	80	59
181	65	48	60
182	81	54	59
183	68	69	58
184	37	73	60
185	38	56	59
186	40	29	59
187	70	2	53
188	23	35	58
189	80	18	59
190	27	14	59
191	29	35	58
192	60	69	58
193	72	36	58
194	97	25	58
195	48	38	60
196	91	90	59
197	71	89	58
198	2	5	55
199	5	75	58
200	42	2	52
201	59	85	58
202	36	67	59
203	74	72	58
204	29	33	59
205	86	38	60
206	94	98	60
207	47	97	58
208	36	74	58
209	2	88	52
210	77	51	59
211	75	97	58
212	71	74	58
213	2	0	45
214	36	2	52
215	5	91	59
216	35	2	53
217	2	62	53
218	72	69	58
219	86	2	52
220	56	11	56
221	26	20	59
222	46	10	58
223	77	36	58
224	52	60	59
225	83	71	58
226	45	35	58
227	85	95	58
228	11	85	56
229	47	98	58
230	79	30	59
231	0	5	58
232	16	2	48
233	38	96	59
234	93	71	59
235	97	34	59
236	42	2	52
237	55	71	59
238	74	58	59
239	35	41	58
240	0	90	58
241	62	42	58
242	2	36	52
243	2	7	52
244	2	1	52
245	99	30	58
246	14	35	58
247	13	35	58
248	1	84	58
249	31	2	52
250	59	7	55
251	70	2	53
252	2	83	52
253	36	57	58
254	55	53	60
255	9	53	59
256	9	55	59
257	2	1	52
258	2	24	52
259	67	30	59
260	79	30	59
261	2	79	53
262	79	62	59
263	91	32	59
264	53	2	52
265	2	8	52
266	31	2	52
267	36	78	58
268	22	42	58
269	5	2	55
270	44	54	58
271	68	6	58
272	12	22	58
273	92	22	58
274	78	10	58
275	55	70	60
276	2	71	52
277	2	82	52
278	18	5	58
279	36	2	52
280	95	2	52
281	60	2	52
282	43	91	59
283	89	2	53
284	41	2	52
285	89	72	58
286	2	58	53
287	25	89	58
288	63	69	58
289	68	2	53
290	2	67	52
291	2	31	52
292	2	83	52
293	2	84	53
294	88	2	52
295	83	2	52
296	39	58	59
297	62	87	58
298	2	18	52
299	34	44	59
300	73	86	60
301	47	82	59
302	59	79	59
303	79	5	59
304	55	2	52
305	14	35	58
306	98	2	52
307	83	15	59
308	10	2	52
309	2	8	52
310	2	67	52
311	2	52	53
312	2	19	53
313	2	27	56
314	2	42	52
315	93	2	52
316	2	79	53
317	2	7	52
318	2	25	51
319	58	2	53
320	2	34	52
321	2	58	53
322	2	85	53
323	2	73	56
324	54	20	58
325	2	4	53
326	1	72	58
327	25	41	58
328	2	92	53
329	61	10	58
330	2	18	52
331	2	66	52
332	0	35	58
333	14	2	52
334	2	13	52
335	11	5	56
336	2	55	52
337	2	35	53
338	2	13	52
339	2	8	52
340	2	70	53
341	38	2	52
342	97	2	52
343	12	2	52
344	2	23	53
345	2	53	52
346	58	2	53
347	2	55	52
348	2	80	52
349	2	63	52
350	35	23	58
351	2	43	53
352	36	2	52
353	2	35	53
354	2	48	52
355	2	77	52
356	2	39	52
357	2	24	52
358	2	40	53
359	2	13	52
360	2	19	53
361	2	8	52
362	88	12	58
363	2	17	52
364	2	87	52
365	2	12	52
366	2	82	52
367	2	29	52
368	2	13	52
369	2	57	53
370	2	35	53
371	2	82	52
372	45	2	52
373	2	51	56
374	2	70	53
375	2	67	52
376	2	35	53
377	2	94	53
378	2	54	53
379	84	55	59
380	2	35	53
381	2	12	52
382	2	98	52
383	2	5	55
384	31	2	52
385	2	35	53
386	2	34	52
387	2	57	53
388	2	23	53
389	2	81	52
390	2	46	53
391	2	81	52
392	2	63	52
393	2	43	53
394	2	41	52
395	2	27	56
396	2	76	53
397	2	15	52
398	2	41	52
399	2	54	53
400	2	71	52
401	2	96	53
402	2	48	52
403	2	86	52
404	44	2	53
405	2	32	52
406	2	43	53
407	2	30	52
408	2	11	51
409	2	3	52
410	2	19	53
411	2	83	52
412	2	9	52
413	2	69	52
414	2	52	53
415	2	58	53
416	2	19	53
417	2	2	53
418	2	88	52
419	2	45	52
420	2	14	52
421	2	29	52
422	2	87	52
423	2	25	51
424	2	30	52
425	2	51	56
426	89	2	53
427	2	59	53
428	2	58	53
429	2	88	52
430	2	34	52
431	2	10	52
432	2	66	52
433	2	13	52
434	2	57	53
435	2	72	53
436	2	6	55
437	2	13	52
438	2	85	53
439	2	82	52
440	2	60	52
441	2	21	46
442	2	34	52
443	2	11	51
444	2	10	52
445	2	35	53
446	2	80	52
447	2	15	52
448	2	76	53
449	2	58	53
450	2	39	52
451	2	35	53
452	2	31	52
453	83	2	52
454	2	69	52
455	2	20	53
456	2	8	52
457	2	11	51
458	2	35	53
459	2	48	52
460	40	2	53
461	32	2	52
462	2	43	53
463	2	39	52
464	2	82	52
465	2	68	53
466	2	35	53
467	2	61	53
468	2	58	53
469	2	22	52
470	2	3	52
471	2	35	53
472	2	87	52
473	2	15	52
474	2	40	53
475	2	75	52
476	2	88	52
477	2	84	53
478	2	40	53
479	2	4	53
480	2	66	52
481	2	62	53
482	2	83	52
483	2	93	52
484	2	72	53
485	2	21	46
486	2	13	52
487	2	64	53
488	2	43	53
489	2	35	53
490	2	95	52
491	2	13	52
492	2	5	55
493	2	24	52
494	2	34	52
495	2	46	53
496	2	13	52
497	2	22	52
498	2	13	52
499	2	53	52
500	2	74	53
501	2	13	52
502	2	51	56
503	2	13	52
504	2	41	52
505	2	76	53
506	2	58	53
507	2	4	53
508	2	28	53
509	2	58	53
510	2	87	52
511	2	29	52
512	50	2	52
513	2	88	52
514	2	58	53
515	2	96	53
516	2	15	52
517	2	87	52
518	2	72	53
519	2	75	52
520	2	63	52
521	2	51	56
522	2	68	53
523	2	68	53
524	2	89	53
525	2	63	52
526	23	2	53
527	2	58	53
528	2	19	53
529	2	69	52
530	2	20	53
531	2	35	53
532	2	30	52
533	2	53	52
534	2	87	52
535	2	21	46
536	2	86	52
537	2	52	53
538	2	43	53
539	2	5	55
540	2	58	53
541	2	94	53
542	2	23	53
543	2	40	53
544	2	8	52
545	2	60	52
546	2	58	53
547	2	53	52
548	2	8	52
549	2	8	52
550	2	45	52
551	2	60	52
552	2	41	52
553	2	22	52
554	2	93	52
555	2	61	53
556	2	79	53
557	2	73	56
558	2	54	53
559	2	4	53
560	2	51	56
561	2	66	52
562	2	39	52
563	87	2	52
564	2	64	53
565	2	30	52
566	2	72	53
567	2	68	53
568	2	34	52
569	2	80	52
570	2	7	52
571	2	58	53
572	2	19	53
573	2	1	52
574	2	7	52
575	2	36	52
576	2	89	53
577	2	74	53
578	2	76	53
579	2	34	52
580	2	78	53
581	2	4	53
582	2	53	52
583	2	24	52
584	2	34	52
585	2	27	56
586	2	83	52
587	2	4	53
588	2	98	52
589	2	6	55
590	2	35	53
591	2	12	52
592	2	35	53
593	2	87	52
594	2	87	52
595	2	85	53
596	2	69	52
597	2	67	52
598	2	22	52
599	2	5	55
600	2	55	52
601	2	62	53
602	2	72	53
603	2	88	52
604	2	34	52
605	2	48	52
606	2	96	53
607	2	84	53
608	2	67	52
609	2	60	52
610	2	2	53
611	2	21	46
612	2	88	52
613	2	18	52
614	2	26	52
615	2	6	55
616	2	72	53
617	2	51	56
618	2	77	52
619	2	8	52
620	2	69	52
621	2	23	53
622	2	17	52
623	2	11	51
624	2	92	53
625	2	30	52
626	2	86	52
627	2	75	52
628	2	28	53
629	2	94	53
630	2	69	52
631	2	96	53
632	2	45	52
633	2	68	53
634	2	70	53
635	2	53	52
636	2	51	56
637	2	20	53
638	2	69	52
639	2	1	52
640	2	55	52
641	2	7	52
642	2	4	53
643	2	65	52
644	2	37	52
645	2	93	52
646	2	4	53
647	2	35	53
648	2	35	53
649	2	64	53
650	2	54	53
651	2	28	53
652	2	8	52
653	2	2	53
654	2	34	52
655	2	98	52
656	2	88	52
657	2	0	45
658	2	15	52
659	2	67	52
660	2	22	52
661	2	44	53
662	2	50	52
663	2	51	56
664	2	35	53
