0	1
1	2
2	3
3	4
4	5
5	6
6	7
7	8
8	9
9	10
10	11
11	12
12	13
13	14
14	15
15	16
16	17
17	18
18	19
7	6
11	1
10	6
12	9
4	17
15	1
20	16
20	3
13	8
13	6
13	17
10	15
2	4
20	18
21	7
21	7
8	21
16	2
9	12
9	15
22	4
22	8
11	19
6	16
23	0
23	11
24	0
24	17
23	24
15	19
20	3
19	22
25	21
25	2
26	16
26	18
26	9
6	25
4	11
21	7
20	3
13	13
27	20
27	7
28	14
28	13
1	15
11	11
2	10
15	15
2	7
10	17
13	27
17	22
29	18
29	17
30	25
30	8
15	15
30	0
31	8
31	3
32	24
32	31
33	10
33	8
34	4
34	12
7	31
16	12
27	25
14	2
35	12
35	32
12	15
7	34
5	22
12	14
36	19
36	13
7	30
22	22
13	0
9	16
37	1
37	25
38	7
38	27
14	2
11	29
22	19
1	35
26	33
33	7
17	33
22	21
39	14
39	29
38	33
38	21
37	17
10	6
40	32
40	1
32	27
19	32
41	32
41	2
42	35
42	37
26	8
40	13
43	26
43	3
44	17
44	30
45	23
45	36
41	22
45	35
46	6
46	39
34	21
2	44
26	2
24	9
47	34
47	36
48	47
48	46
29	8
27	48
29	10
3	31
49	4
49	0
39	33
18	32
29	25
2	16
17	30
49	28
18	28
21	21
4	5
32	10
28	13
13	10
47	27
45	2
42	4
8	31
1	42
7	45
27	6
33	17
21	11
29	28
50	32
50	44
0	15
45	28
14	49
27	12
46	23
6	3
50	30
24	36
51	24
51	42
2	13
50	29
52	2
52	40
44	24
50	52
53	40
53	51
54	17
54	41
30	5
45	12
7	30
32	42
55	3
55	51
56	18
56	41
31	22
35	15
57	40
57	7
1	41
15	38
51	19
9	13
44	45
54	7
58	44
58	27
59	34
59	36
58	16
9	55
60	53
60	34
59	13
3	2
28	28
56	34
21	21
29	56
61	1
61	60
62	27
62	25
39	7
57	24
57	59
28	55
61	36
57	14
43	2
60	41
63	39
63	56
62	21
52	20
60	56
42	40
64	29
64	42
65	64
65	43
66	17
66	18
3	41
35	64
56	59
43	41
67	1
67	3
68	3
68	59
16	15
54	18
45	30
53	54
44	24
65	30
69	40
69	29
42	20
49	59
67	2
24	40
25	34
40	39
15	29
49	38
70	31
70	2
71	54
71	70
16	16
67	63
70	34
51	47
72	2
72	58
43	31
61	52
43	2
23	63
19	27
28	46
73	25
73	58
68	71
16	61
18	42
60	63
38	23
24	5
32	49
65	61
74	37
74	5
5	13
62	49
75	67
75	21
9	18
5	71
76	57
76	63
77	7
77	62
78	6
78	40
44	40
4	5
55	47
39	43
71	19
69	55
44	62
61	74
78	28
53	7
2	14
33	43
79	62
79	2
80	37
80	74
81	54
81	72
61	64
15	27
68	30
5	7
15	46
60	25
70	60
37	76
1	26
35	52
81	51
8	78
82	16
82	70
83	26
83	33
84	44
84	9
85	57
85	83
71	8
62	78
86	17
86	39
20	10
43	79
25	9
26	46
87	67
87	72
25	0
49	50
88	44
88	32
55	45
37	5
79	51
16	63
44	84
22	77
89	33
89	40
62	53
14	78
90	49
90	43
91	16
91	84
64	49
69	7
92	1
92	13
39	24
15	79
83	85
92	86
44	68
71	27
58	63
27	92
93	30
93	28
93	20
71	73
3	45
69	48
36	32
30	86
63	66
85	33
9	38
25	35
73	53
40	84
94	88
94	13
5	73
52	35
53	91
31	83
27	75
93	92
80	74
46	94
95	80
95	53
96	46
96	88
26	73
20	96
91	52
84	28
18	8
81	54
97	81
97	61
98	85
98	40
73	1
33	27
57	78
47	78
82	94
76	20
99	96
99	48
62	74
21	22
77	29
61	51
83	48
47	5
99	53
84	80
12	39
93	74
100	9
100	60
59	94
72	52
26	29
61	72
59	59
71	49
30	39
70	44
97	27
31	51
74	45
20	26
67	94
70	85
101	68
101	20
16	76
73	44
102	94
102	100
23	28
99	95
28	71
102	59
5	91
60	45
7	85
63	84
103	70
103	51
24	88
4	37
5	0
71	82
71	35
51	38
101	92
98	98
4	37
52	69
104	21
104	90
33	41
12	7
56	5
90	47
12	89
76	99
11	71
71	93
105	42
105	66
106	36
106	73
103	101
93	21
107	24
107	6
103	36
16	69
103	47
47	96
11	1
88	11
64	57
29	101
108	102
108	38
109	64
109	87
13	73
6	29
83	28
19	99
23	19
42	86
104	68
55	65
7	79
48	108
73	96
107	75
8	17
60	73
96	46
68	37
110	27
110	54
52	55
110	34
82	100
104	94
58	106
43	103
52	56
88	18
104	88
97	102
111	81
111	109
112	88
112	12
40	34
37	90
10	33
42	74
112	48
75	106
7	50
109	69
71	30
111	103
20	104
61	48
113	24
113	10
58	54
55	32
103	75
38	56
114	53
114	81
115	81
115	68
116	86
116	55
63	96
31	111
117	14
117	70
118	113
118	64
34	66
69	78
93	92
57	60
46	20
76	42
58	52
6	116
104	3
54	87
119	39
119	90
120	107
120	77
116	14
66	54
50	37
31	113
121	51
121	39
78	84
59	62
12	1
6	120
122	46
122	88
123	61
123	105
124	123
124	118
65	117
30	113
92	49
54	17
90	39
111	34
108	82
99	59
121	104
61	82
10	103
80	102
111	112
91	87
114	53
111	66
115	117
114	83
125	112
125	93
126	34
126	80
62	98
41	92
127	9
127	42
106	58
58	82
4	46
52	2
100	65
19	36
46	125
94	83
83	88
95	107
85	119
89	9
128	65
128	112
56	69
104	86
33	94
123	83
111	85
67	35
69	12
89	75
60	45
108	23
129	1
129	76
59	100
23	103
106	115
54	108
130	100
130	72
85	89
11	100
97	71
39	61
121	121
52	120
131	105
131	118
132	101
132	67
63	23
114	109
42	11
22	3
133	79
133	109
134	6
134	16
135	122
135	86
113	124
76	43
51	120
50	109
28	67
56	10
23	79
59	26
65	134
84	50
76	124
75	50
48	84
134	67
69	106
25	9
41	107
66	116
74	28
100	106
136	28
136	129
137	134
137	128
90	84
69	71
115	56
114	29
89	110
25	91
138	8
138	136
139	42
139	26
140	33
140	97
76	129
63	114
45	78
104	128
97	60
28	15
141	45
141	127
103	98
86	17
72	34
87	67
80	131
71	60
69	106
34	82
127	42
71	40
108	110
0	68
128	115
80	43
132	133
37	70
118	84
75	92
52	62
89	141
6	131
82	139
137	67
86	81
142	117
142	64
143	34
143	90
106	94
73	135
124	26
136	74
106	61
35	77
144	60
144	81
145	96
145	37
17	99
84	62
10	24
25	100
37	137
102	135
114	66
117	72
52	96
75	43
86	71
142	49
88	121
130	96
138	14
90	98
23	26
129	34
146	44
146	9
147	99
147	145
144	99
96	43
57	144
141	110
138	89
103	24
127	132
32	118
148	40
148	52
91	126
88	14
147	81
58	101
8	73
121	127
134	79
105	42
149	30
149	129
54	1
65	91
150	67
150	98
80	90
134	138
129	9
59	95
69	99
20	144
116	149
122	35
45	142
148	120
41	69
68	75
88	87
131	32
151	111
151	63
152	110
152	112
153	31
153	92
154	27
154	140
113	139
142	83
58	124
138	115
155	99
155	103
27	129
125	75
127	56
41	98
135	121
72	85
67	149
60	148
156	126
156	74
72	86
149	105
16	47
42	100
153	151
12	71
77	138
75	60
157	43
157	68
44	20
61	111
73	54
110	110
13	114
152	143
158	70
158	12
159	93
159	118
105	101
35	131
155	140
52	136
112	61
117	94
125	106
56	143
15	150
122	142
160	63
160	110
149	41
126	104
10	152
120	41
150	158
14	3
161	12
161	18
162	128
162	97
26	4
95	95
163	18
163	156
57	113
17	22
164	20
164	143
140	66
35	154
150	83
107	91
118	2
68	13
53	111
161	40
77	83
62	95
103	53
23	100
136	135
62	70
43	53
53	85
165	56
165	53
166	125
166	78
167	123
167	9
162	54
39	138
168	160
168	51
127	77
159	161
169	145
169	148
170	23
170	154
100	141
10	170
64	91
107	156
165	145
43	94
5	151
35	147
171	84
171	76
17	65
154	12
120	170
60	162
78	29
59	56
1	135
50	156
172	169
172	139
48	118
140	169
