3	1
32	1
33	1
38	1
48	1
63	1
70	1
71	1
71	32
89	1
90	1
101	73
103	1
109	1
140	1
144	1
145	12
145	14
145	20
145	26
145	3
145	46
145	70
145	88
145	98
157	1
160	1
174	1
174	71
189	1
194	145
195	145
200	1
201	1
202	1
209	1
209	111
209	160
209	174
209	27
209	81
217	57
226	1
226	127
226	31
232	1
237	209
238	237
279	1
281	1
286	174
286	209
293	1
293	103
293	145
293	16
293	160
293	188
293	195
293	209
293	237
293	291
293	292
293	3
293	38
293	43
293	45
293	50
293	59
293	68
297	1
297	127
297	24
297	270
297	293
297	41
303	22
376	174
377	293
378	1
378	293
400	132
450	419
513	209
513	293
517	286
549	239
553	517
568	293
577	209
577	549
600	1
600	159
600	209
600	293
668	13
668	293
680	288
683	293
693	1
693	293
701	1
701	101
701	109
701	125
701	140
701	144
701	145
701	157
701	17
701	174
701	200
701	209
701	293
701	297
701	33
701	49
701	557
701	577
701	6
701	646
701	690
701	71
701	80
701	81
701	90
702	109
702	286
702	701
703	173
703	701
704	701
705	701
705	702
705	703
706	209
714	1
714	701
715	1
715	701
721	145
721	208
721	219
721	255
721	272
721	295
721	398
721	400
721	412
721	422
721	424
721	467
721	568
721	571
721	625
721	637
721	89
724	227
724	425
724	446
724	568
724	619
724	635
724	637
724	638
724	703
745	721
747	724
763	1
765	721
767	721
786	293
786	7
789	293
789	513
790	286
790	719
797	1
800	577
802	549
803	577
808	549
813	701
814	701
815	701
815	705
816	701
816	813
817	701
818	701
818	74
834	174
839	838
852	701
852	838
855	577
855	611
1103	103
1103	145
1103	293
1103	702
1104	1103
1124	1103
1126	1103
1130	286
1136	286
1140	1103
1140	1136
1200	1103
1200	1136
1206	145
1207	145
1213	702
1215	1
1221	1
1221	109
1221	151
1221	715
1224	38
1227	195
1236	1
1239	1
1239	101
1239	102
1239	109
1239	122
1239	157
1239	174
1239	209
1239	238
1239	243
1239	293
1239	297
1239	568
1239	577
1239	6
1239	600
1239	668
1239	701
1239	715
1239	721
1239	803
1239	81
1239	852
1249	145
1254	297
1257	702
1267	1
1270	517
1270	702
1273	286
1273	517
1275	680
1276	1
1280	701
1290	174
1294	701
1294	702
1295	701
1298	703
1299	1200
1299	1273
1299	1290
1299	286
1299	702
1309	1301
1309	775
1311	1
1321	690
1322	690
1323	690
1324	690
1325	690
1326	690
1327	690
1328	690
1330	690
1331	690
1332	690
1333	690
1334	377
1334	690
1335	1322
1341	1239
1341	701
1342	286
1451	721
1452	721
1456	721
1458	721
1459	721
1460	721
1461	745
1462	721
1463	721
1464	721
1466	721
1467	721
1468	721
1471	721
1472	721
1474	721
1475	721
1476	721
1477	721
1480	721
1482	721
1483	721
1484	721
1485	721
1488	721
1489	721
1491	721
1492	721
1494	721
1498	721
1499	721
1503	721
1504	721
1505	721
1507	721
1511	721
1521	721
1527	721
1531	721
1533	721
1545	721
1583	1580
1590	721
1591	209
1591	721
1597	721
1598	721
1600	724
1602	724
1637	724
1649	724
1653	1299
1653	702
1662	690
1663	701
1668	1
1668	1239
1668	209
1668	701
1668	703
1670	702
1673	1321
1673	1322
1673	1323
1673	1324
1673	1325
1673	1326
1673	1327
1673	1328
1673	1329
1673	1330
1673	1331
1673	1332
1673	1333
1673	1334
1673	1662
1673	1663
1673	1667
1673	1670
1673	701
1674	1673
1677	1665
1677	1673
1677	1675
1677	690
1678	701
1680	701
1680	702
1682	1668
1682	701
1687	1673
1691	1
1691	701
1691	852
1692	701
1694	1673
1695	1326
1698	1239
1698	1324
1698	701
1708	1309
1717	1309
1727	724
1733	568
1733	772
1740	1236
1740	1239
1740	174
1740	195
1740	293
1740	297
1740	568
1740	668
1740	701
1741	1739
1741	544
1741	565
1742	145
1742	209
1744	701
1746	1
1746	1239
1746	1740
1746	293
1749	297
1754	680
1755	1
1755	109
1755	1239
1755	1257
1755	1267
1755	1273
1755	1299
1755	174
1755	286
1755	701
1755	702
1757	1239
1757	209
1757	701
1759	1755
1759	701
1760	1239
1760	701
1760	99
1761	209
1763	701
1767	1239
1767	701
1784	1239
1784	701
1785	12
1785	1239
1785	14
1785	20
1785	26
1785	43
1789	1239
1790	1239
1791	1239
1800	1
1800	1239
1800	1257
1800	1740
1800	209
1800	293
1829	293
1830	1
1832	209
1833	1
1833	1221
1833	1239
1833	1299
1833	174
1833	701
1835	702
1836	286
1836	513
1836	559
1842	145
1842	293
1842	297
1842	715
1843	297
1849	1299
1849	702
1853	1113
1853	1114
1853	1117
1853	1119
1853	1120
1853	1205
1853	1755
1853	1776
1853	679
1853	760
1874	701
1874	721
1877	1800
1879	1800
1880	1257
1880	1755
1880	1800
1880	1877
1882	1880
1883	1880
1888	1103
1889	1270
1889	1273
1889	1290
1889	1755
1889	286
1890	702
1891	286
1897	286
1899	286
1899	789
1901	1120
1901	1273
1901	1776
1901	286
1901	679
1902	286
1903	286
1904	721
1909	195
1913	1
1913	1556
1913	1559
1913	1562
1913	1564
1913	1565
1913	1569
1913	1580
1913	1583
1913	1589
1913	1590
1913	1733
1913	450
1913	454
1913	509
1913	568
1913	655
1913	702
1913	721
1914	721
1928	1239
1940	261
1959	1913
1959	724
1968	209
1975	701
1982	701
1984	1913
1985	724
1989	724
1998	57
2003	701
2011	701
2012	1955
2015	1239
2019	701
2024	1
2028	702
2033	701
2036	1853
2041	1
2041	1239
2041	1740
2041	293
2041	701
2046	721
2047	1836
2047	702
2050	1239
2052	701
2089	779
2089	789
2107	1324
2110	1
2110	286
2110	702
2116	224
2116	286
2118	1299
2120	1257
2134	286
2140	701
2149	174
2150	209
2150	701
2154	209
2154	701
2163	237
2163	701
2165	701
2167	702
2170	1221
2173	701
2193	2060
2200	1300
2200	1303
2200	1304
2200	1305
2200	1307
2200	1717
2200	1719
2200	1720
2200	1723
2200	1935
2200	1936
2200	1939
2200	1940
2200	1942
2200	2088
2200	2188
2200	2193
2200	293
2200	776
2200	777
2200	779
2200	781
2200	789
2202	2200
2222	2200
2223	1309
2236	2200
2259	2200
2269	2200
2274	1746
2276	701
2277	1239
2277	701
2379	1239
2379	701
2380	1759
2381	1
2381	59
2418	2200
2457	1951
2457	2200
2477	2200
2478	2200
2493	174
2493	834
2494	760
2496	2495
2497	1
2497	109
2497	1239
2497	1740
2497	1746
2497	1800
2497	2041
2497	209
2497	293
2497	297
2497	33
2497	701
2497	703
2498	2497
2500	2497
2501	2500
2504	2500
2505	293
2506	2500
2508	2500
2509	2497
2510	2497
2511	1
2511	173
2511	2500
2513	2497
2513	2505
2514	2497
2515	2497
2516	1221
2516	1239
2516	1668
2516	202
2516	209
2516	2497
2516	2500
2516	2510
2516	2513
2516	2514
2516	701
2516	715
2518	2497
2518	2516
2519	2497
2519	2516
2521	174
2521	2497
2521	2514
2523	2497
2523	2513
2524	2521
2526	2497
2526	2516
2527	2497
2527	2516
2529	1239
2529	1299
2529	1755
2532	701
2534	701
2547	1955
2548	1
2548	1239
2548	1280
2548	1668
2548	174
2548	1740
2548	1746
2548	1785
2548	1800
2548	1833
2548	2041
2548	209
2548	237
2548	2497
2548	2516
2548	293
2548	297
2548	33
2548	568
2548	600
2548	668
2548	683
2548	701
2548	77
2551	1
2551	1239
2551	174
2551	1740
2551	1746
2551	2041
2551	209
2551	2497
2551	2548
2551	293
2551	297
2551	568
2551	668
2551	683
2551	701
2551	715
2552	145
2554	174
2554	2521
2554	2524
2559	1
2559	1674
2562	161
2562	701
2568	1740
2571	1740
2572	145
2572	209
2575	1239
2576	701
2578	2118
2578	701
2588	1299
2594	1267
2603	1653
2603	1741
2603	1755
2603	1835
2603	1880
2603	1887
2603	224
2603	293
2603	702
2607	1755
2612	1836
2629	1913
2632	1913
2637	1
2640	293
2641	195
2647	1103
2647	1273
2647	288
2647	701
2647	702
2647	703
2648	194
2650	745
2652	577
2652	820
2659	2652
2683	2148
2683	2643
2685	1
2685	1239
2685	1698
2685	174
2685	1842
2685	2041
2685	209
2685	237
2685	2497
2685	2548
2685	2551
2685	293
2685	297
2685	568
2685	701
2686	1299
2686	1899
2686	2134
2686	2685
2687	1221
2687	2497
2687	2685
2688	2685
2698	209
2698	2640
2701	2495
2706	703
2711	1239
2711	209
2711	2551
2712	701
2714	1
2715	1916
2716	1916
2746	1913
2746	724
2749	701
2752	1239
2752	701
2764	1221
2767	800
2767	808
2818	1290
2818	286
2818	702
2819	286
2820	1299
2820	2578
2822	702
2823	1221
2823	2764
2824	1239
2824	701
2825	1239
2825	701
2828	1
2828	103
2828	1239
2828	1668
2828	174
2828	1740
2828	1746
2828	1785
2828	2041
2828	209
2828	226
2828	2497
2828	2516
2828	2548
2828	2551
2828	2685
2828	293
2828	297
2828	32
2828	33
2828	378
2828	513
2828	577
2828	600
2828	683
2828	701
2830	1849
2830	2822
2830	702
2831	1653
2833	1653
2834	1653
2836	1653
2837	1653
2839	1653
2841	1653
2842	1653
2843	1653
2846	1653
2848	2148
2848	2683
2852	1755
2853	701
2856	1
2856	1239
2856	1849
2856	701
2856	702
2857	286
2863	1257
2874	1257
2874	1299
2875	2683
2876	702
2882	2551
2882	2828
2883	237
2883	2828
2895	2578
2895	2587
2897	2548
2899	1239
2899	701
2901	1829
2901	701
2905	701
2907	2497
2907	2498
2907	2500
2907	2501
2907	2503
2907	2504
2907	2505
2907	2506
2907	2508
2907	2520
2911	1239
2914	1
2914	101
2914	103
2914	1221
2914	1224
2914	1239
2914	174
2914	1740
2914	1746
2914	1755
2914	1798
2914	1833
2914	2041
2914	209
2914	226
2914	234
2914	237
2914	2497
2914	2510
2914	2514
2914	2516
2914	2518
2914	2548
2914	2551
2914	2568
2914	267
2914	2685
2914	278
2914	2818
2914	2828
2914	2907
2914	293
2914	297
2914	302
2914	33
2914	38
2914	568
2914	668
2914	683
2914	701
2914	8
2914	88
2915	151
2915	2497
2928	209
2928	701
2933	1239
2939	2711
2941	701
3064	1239
3066	2914
3079	1
3079	701
3080	1
3080	701
3083	1290
3083	702
3087	209
3087	701
3089	209
3089	701
3092	702
3096	702
3104	701
3107	3083
3108	703
3110	2041
3112	159
3112	600
3113	701
3126	1
3126	701
3130	2914
3134	1
3136	2381
3141	278
3144	2548
3146	721
3147	1
3152	293
3209	1
3209	1267
3209	1833
3211	3209
3215	1299
3215	1889
3215	1899
3215	2158
3215	2917
3215	6
3216	1755
3218	2578
3218	2848
3219	1955
3220	1299
3220	1653
3220	286
3220	790
3221	1741
3238	3220
3238	790
3239	1273
3240	1835
3246	1755
3246	2874
3246	3220
3246	702
3249	1299
3251	1930
3254	2874
3255	2603
3255	3254
3257	1
3257	1103
3257	1120
3257	1136
3257	1257
3257	1267
3257	1270
3257	1273
3257	1290
3257	1299
3257	1653
3257	1746
3257	1836
3257	1849
3257	1853
3257	1883
3257	1901
3257	209
3257	2110
3257	2131
3257	2486
3257	2497
3257	2516
3257	2529
3257	2548
3257	2551
3257	2603
3257	2611
3257	2647
3257	2686
3257	2818
3257	2856
3257	286
3257	2871
3257	2874
3257	2914
3257	293
3257	3209
3257	3220
3257	3228
3257	3246
3257	3248
3257	38
3257	517
3257	553
3257	600
3257	680
3257	683
3257	701
3257	702
3257	786
3259	1299
3259	1301
3259	1889
3259	1899
3259	3257
3259	702
3259	72
3262	286
3262	3257
3262	702
3265	286
3265	3257
3265	702
3267	2578
3269	1267
3286	2110
3286	2135
3292	1
3292	1239
3292	1755
3292	1833
3292	1835
3292	2548
3292	3240
3292	3257
3292	3272
3292	702
3293	2116
3300	1136
3300	1200
3300	1273
3300	174
3300	1755
3300	1889
3300	2007
3300	2818
3300	2828
3300	286
3300	3244
3300	701
3301	1299
3301	1729
3301	2874
3303	1
3303	1239
3303	1833
3303	1836
3303	209
3303	2548
3303	2828
3303	2914
3303	3300
3303	559
3303	702
3304	286
3304	3300
3305	3300
3305	72
3307	1299
3307	702
3308	1299
3312	3216
3313	3257
3314	1955
3319	3254
3320	1
3320	1239
3320	1740
3320	1755
3320	2497
3320	2548
3320	2828
3320	2914
3320	293
3320	3257
3324	286
3327	2380
3327	286
3327	3221
3327	3249
3328	3257
3329	3300
3330	1755
3330	3257
3330	3300
3333	1103
3333	1136
3333	1200
3333	1273
3333	1299
3333	1755
3333	2686
3333	2818
3333	286
3333	3257
3333	3265
3333	3292
3333	3300
3333	3303
3333	3320
3333	702
3334	3257
3334	702
3336	1755
3336	2586
3336	3220
3336	3257
3336	702
3336	719
3339	2686
3342	3257
3343	1741
3343	3267
3344	3257
3346	1955
3351	3343
3352	766
3356	1
3356	103
3356	1215
3356	1239
3356	174
3356	1746
3356	1833
3356	2041
3356	209
3356	2497
3356	2516
3356	2529
3356	2548
3356	2551
3356	2568
3356	2685
3356	2752
3356	2828
3356	2871
3356	2914
3356	293
3356	297
3356	3257
3356	3303
3356	561
3356	701
3356	714
3356	762
3356	792
3359	852
3360	1
3360	701
3362	1239
3362	1740
3363	703
3364	1239
3364	701
3365	1
3366	1239
3378	3369
3378	701
3380	293
3385	1239
3388	1334
3390	2572
3394	1327
3396	2914
3401	101
3403	174
3404	1
3404	1239
3405	1239
3407	1
3407	2548
3407	2551
3407	2828
3407	2914
3407	293
3407	3257
3407	701
3409	2764
3424	293
3428	2914
3428	293
3429	293
3431	293
